9876 4000
688253 4361 9624
687744 2531 566
684658 5065 4269
683952 5845 4902
690568 1394 2053
699880 4362 4350
683582 2783 681
684109 681 6512
689204 9311 4989
697535 3356 4752
698797 2334 7725
680255 6853 5696
697232 1347 4169
681941 9240 4926
691343 6242 6073
687566 5012 9394
699456 6916 9877
691105 6651 3188
683995 3969 3972
692856 6574 5914
692173 6841 3425
687661 9385 8662
695391 6262 7820
680302 1611 1678
684706 1954 3633
693444 4922 669
696205 9928 8115
681865 4889 3775
693783 4979 1795
692055 3019 3972
697567 4003 4405
686870 8053 9325
690394 6813 7654
691500 158 108
686037 3005 7068
690201 4366 7043
690583 576 6703
688754 2051 4391
682378 1398 1178
682051 5127 3035
694009 9920 9116
685335 26 767
695886 3711 3286
685695 155 8754
684571 7557 6585
685697 852 805
696432 3405 4573
681607 1876 9635
688952 1454 2315
693219 229 9555
684415 6398 5856
681770 3171 7520
689233 3184 7490
691588 7551 4325
695649 9775 7946
681182 1754 3235
693816 1216 2808
680205 4432 1130
698442 1433 7128
698997 8261 9367
689197 6846 5755
680323 5178 9658
682232 9562 6264
684168 1109 7654
686096 1536 4163
686896 8684 7966
694430 2632 83
685568 2862 5247
694049 4720 9968
684597 509 3064
695618 947 5581
696652 7670 505
684194 9372 4632
691991 7763 3062
687814 1257 8992
687128 8965 9218
688327 8219 7544
683502 8619 1841
695701 2103 7944
690019 2888 4446
685110 7148 2225
693062 364 8179
683304 2118 6264
699189 4504 682
684928 3834 1401
691390 5161 8585
694754 9527 8198
681911 691 2142
694463 6174 6081
687011 9261 4592
697810 7805 778
683112 5205 9284
681329 8663 8002
685550 37 9929
694506 2998 4654
681098 4817 3490
689157 1274 95
688809 1975 5418
685471 4112 5968
685211 1176 1776
692706 210 438
683213 6215 4301
686583 5224 6651
693739 7720 7060
692545 8005 3283
694543 7248 6422
697472 8443 2593
689939 3792 8982
689923 8601 6009
683390 4145 1887
695382 3311 1090
697242 7308 5613
684898 9693 6985
694850 6347 5711
696757 1688 9680
695688 8658 4045
690239 8397 3792
697582 203 665
696028 1423 39
690506 3211 4472
699121 2017 3137
686838 1663 9540
695195 834 5857
699427 4562 9922
693191 8316 3973
690590 3008 3499
688789 2243 496
694586 3317 7303
691733 4297 2540
697236 1827 2409
693171 1237 9378
680883 3782 3898
688610 6263 1426
699664 5666 3532
693917 9819 1527
690446 5648 6616
687606 6492 6936
689504 779 5489
693294 9462 2398
694455 142 1392
689429 5509 2936
687000 8887 6336
682979 8495 3165
686904 3849 3381
683143 2596 4842
681762 1350 6175
682382 8431 2779
689028 8278 7449
698079 8357 2734
699716 6505 8567
690852 6794 6546
690083 3977 374
685822 5150 25
693313 6031 2856
685041 6376 3474
691112 7484 5965
692607 9521 3088
692108 7334 918
684612 2127 5276
696945 1791 538
680649 6153 340
693656 8935 6909
685659 5847 5339
688456 9598 2808
694428 9318 4229
695024 8539 1974
698123 5692 2220
693633 4017 8040
695353 5058 2136
696650 9672 5752
699729 9129 9277
693442 1684 3499
695999 5490 1028
686798 9369 394
680198 3963 4690
692167 6749 5625
698891 6106 5811
685143 545 7326
682978 6665 231
688652 6019 7879
691740 4718 1744
695483 901 5657
685585 905 7041
696397 6678 5390
695449 248 3019
695913 6713 5990
692188 2864 9218
692159 8912 9003
691826 3054 3094
682278 2865 1629
684910 7416 6938
695133 4758 5214
684103 6696 1116
685011 7809 1276
695370 6196 8310
699307 8284 3290
683286 9555 3276
698820 3176 4077
697174 1765 1388
689067 4572 8021
695547 8419 2110
694969 8557 5107
682614 9273 3130
699127 7373 5969
682402 3144 9665
691247 8198 7581
688747 1488 65
696356 4835 2663
695605 4703 9925
693778 7807 7444
686934 6830 7093
697385 3571 969
683599 5439 3297
688965 1484 5522
681603 7201 2039
690703 2809 9738
681009 5382 1045
698663 1855 5094
689099 5586 9836
695434 3481 7780
686531 406 1836
684894 8947 6999
689116 4297 1739
684165 861 6608
694768 224 3793
699941 5242 8468
696372 3680 4114
695022 5211 2835
684425 3174 7981
699966 8330 8724
684753 208 4544
681335 6553 956
698625 490 5375
696460 8767 8751
691528 1436 6838
689843 8663 3387
686217 5622 7930
699689 7542 8906
691669 2824 586
699779 608 3910
692528 5883 2901
694522 5252 7278
689791 1214 5139
694797 7548 9319
684756 6681 9025
693894 3400 5358
689753 4735 7020
688636 4284 2518
686835 5361 1063
686485 2344 3794
681657 6556 5895
682007 2120 9495
695918 1205 8052
683081 7851 7816
697669 6853 804
693761 5005 8079
691773 9689 5355
689950 2558 7165
683059 9526 9849
693772 5305 7871
695658 562 2867
682056 6584 5168
697510 3560 6267
684959 2235 9421
690966 39 4943
698446 5255 5276
695738 1071 431
686901 4234 2171
689295 3096 4069
699017 2578 1271
680237 3427 1792
692761 7174 2125
696902 9168 4282
682160 493 4295
692029 5949 7014
691897 4792 1895
686604 4285 4352
690341 9754 5152
694489 4704 1556
691841 2885 7711
699094 5283 1158
681906 615 2934
688532 5713 9018
695629 7039 7275
682097 6962 8219
688810 9020 4923
685200 1890 5047
687182 4973 4260
686671 9987 6537
695531 8417 6583
686950 6244 1394
687028 5955 4443
680123 8314 8011
680099 8865 8373
691713 8929 5126
684578 9084 820
695613 9919 5945
696750 1314 7053
680763 5550 8380
696588 2986 6345
686783 1038 4841
684077 8336 7570
680824 3975 9883
692554 3004 8291
684740 1017 131
684496 5337 8347
688512 6437 7797
697594 2942 9653
685943 8107 6514
698977 2540 3115
684304 3485 8588
680654 5902 1886
682227 1785 4817
688455 9947 5671
693414 8250 8872
697956 1488 5258
686521 9538 5600
697113 1864 4607
682773 8585 4123
683650 6746 2762
686632 3418 423
682994 2291 8744
691300 4571 4260
687425 9512 5148
685354 6111 9094
696607 4740 2607
688301 2827 5460
688689 4467 3740
696110 6910 3834
691795 8549 8145
689775 5660 7976
680779 7599 741
696754 1208 6814
688334 8723 2373
699464 5832 6621
680332 157 258
683050 1481 2784
689891 4616 6831
691158 7792 3590
690399 8487 7139
689183 333 3769
688569 3417 1293
696024 7690 4808
684517 3978 338
686976 1020 509
686415 2777 7602
692405 3328 9528
690192 7677 699
696674 1519 6605
683957 2451 1303
699255 9413 3814
698172 2259 1410
690494 5647 6308
692243 9430 1482
680368 6667 4042
692027 4305 8999
689599 8596 7576
698676 4848 6991
680853 8989 3088
691518 3934 3025
692411 984 728
680037 3538 7301
685804 4756 4898
695834 804 4482
690138 2884 8542
681779 6677 6811
696216 1850 6488
698404 6641 9683
681949 7741 8595
682798 2559 1566
696708 733 3175
690110 2059 51
691881 887 5214
696870 8054 2070
689132 2137 3720
687705 3837 5688
698584 5745 3012
699350 6913 9315
681905 6349 6533
680398 3748 3676
691249 7281 690
698623 2022 5080
685830 9422 1978
697773 1220 8995
693069 4250 4298
694256 4407 754
683296 4737 2110
685520 2945 2458
698574 8457 2010
687719 4922 5187
696505 3885 9295
693914 1689 6210
691515 3046 6041
693864 5934 9925
694104 7660 4296
690598 2912 5565
691039 4309 3616
687647 3075 8339
685079 1611 5090
686236 7377 9919
686059 6499 3964
680513 5343 3559
693794 6798 2842
696153 8949 5620
683835 5888 3144
681312 1661 7374
681727 1302 2548
698116 2429 1823
698000 2504 2171
689574 6945 6925
685119 5450 8902
697338 8290 9863
699972 3122 7885
682866 343 38
683624 8154 6588
696913 2982 8987
684995 4485 4723
693360 1881 1249
690507 6955 4199
687874 1657 2172
693319 7200 1479
692552 8349 1695
683308 486 4670
693508 7592 8811
690146 6672 6618
691998 275 1820
692839 3272 7028
687548 5576 3912
685969 8159 6270
698895 1330 6620
680920 4931 4159
693592 8572 7867
683236 6813 7805
695380 4024 2696
687869 6276 6431
690987 5066 5135
681869 436 4199
699430 7942 3706
680000 7002 8413
686653 1848 1248
686218 7629 1553
692513 7190 5257
685866 990 3012
685068 9950 3338
697898 8624 8624
687072 4215 2465
693265 6043 9897
682478 6804 7633
699431 9063 2172
694573 901 456
699928 8473 1816
691483 8061 7616
682612 8539 2508
680509 7786 7443
682435 428 1064
682738 6238 5219
688498 5823 9824
680421 5669 6686
699336 6354 4921
696813 2267 5667
693441 4674 6449
695060 4654 442
696780 6604 7027
680502 238 3007
699079 2270 8416
695747 2388 8991
683366 1773 6208
695627 9205 9663
681896 1208 2608
689927 8680 3375
687735 5777 4061
681473 8386 8837
680534 3732 300
683262 1508 2945
692619 6292 5895
694670 1991 7992
681660 2065 7700
692319 1883 9883
693382 1101 7064
689378 8461 3148
681671 2269 7816
686269 1829 6215
682861 1717 1432
680466 5157 462
690957 6268 9319
687263 2600 7854
690307 4342 9765
692867 9156 8879
687974 3180 6365
680600 6401 1586
685747 412 132
694687 476 5746
684370 9618 1549
680861 269 8742
686642 1333 7066
691888 3464 9399
684226 2335 4327
689672 6343 3278
687844 9054 5592
699384 9032 7201
682661 7533 6300
684540 8517 4498
692258 1301 8301
697381 5815 4945
690396 2242 733
692336 2957 539
695830 8502 4074
684020 5152 5847
680716 9158 1525
691172 9021 2634
697530 9057 1067
689592 8212 173
683320 3271 3420
696215 4133 422
699529 4590 628
699203 5898 5835
692934 2324 9426
696011 6153 2616
698747 4500 6764
683858 4446 491
697282 7658 2662
696391 9915 2078
680107 598 3374
684259 3795 3939
698860 7021 5027
685936 9041 9901
687080 8269 6840
699169 788 7004
680137 5304 1739
681696 439 650
697406 9673 1409
687530 5521 7380
684397 242 8085
688828 1092 2875
684367 8209 6792
691029 5446 7262
695331 8909 3103
689555 7921 267
695936 3693 3226
685791 3782 1618
699118 6857 5059
692653 3153 2212
697926 4043 335
682662 5570 9929
698294 6622 3468
685927 753 6270
698669 9852 5509
697087 8810 5974
695933 6966 8501
699512 2349 1483
699696 1130 1038
698595 3910 2748
693741 3453 2225
685089 5678 8794
698983 5226 7067
688099 255 9481
697892 2543 7340
689331 2681 4259
695853 3263 4918
695858 6899 6032
687917 6107 5836
680781 8193 7852
685315 9147 9629
680090 8022 4773
698587 8732 9369
693557 110 8038
690068 5983 6712
689778 7121 1146
684929 6474 3432
694281 3916 14
689405 7134 6440
692880 46 8814
697947 8254 6482
683337 301 8501
686985 6681 3750
681178 6451 4719
699115 4130 7968
698338 5591 2250
694509 5893 2991
695389 768 253
682954 3364 8095
694964 3835 9150
689701 7766 3943
685336 6300 9065
694062 2036 1178
680879 394 5937
696524 6238 7556
680615 251 404
686033 3783 7932
688387 6196 8996
699487 1852 4082
688092 1209 4263
682219 4292 8162
688293 3732 2690
686069 9977 9383
685051 7749 8833
687057 7739 5779
685181 1628 4948
682855 5345 9118
683097 7729 9352
680571 2601 7748
699028 9715 8237
696377 1714 660
682460 8231 4259
698783 260 5235
687920 9644 449
695470 5272 9179
693194 2692 222
694208 3785 9580
682814 5011 8967
681448 3814 2425
699091 2152 2660
692614 6708 6264
689905 4897 7372
687656 4875 6857
696341 700 54
699967 5058 7573
688294 6150 3431
698363 2159 9378
691073 8593 428
697693 5865 827
697867 3766 5733
686210 5236 5833
688563 7546 3359
689054 6660 6574
683085 2473 3670
684723 8086 950
689827 2028 2054
687519 1401 9605
688485 2976 4102
687334 9172 8863
686620 4740 2722
685865 683 9929
695579 1889 4164
697955 8069 807
696496 8886 74
692919 3018 4915
686400 343 8783
687396 654 9333
682915 25 4280
690031 1092 1009
691878 2423 5659
681051 1411 5339
686877 8447 1929
688998 743 6489
685532 976 3971
695810 7253 5566
681871 4223 5363
691761 7857 6033
698399 969 2756
685736 921 2719
696658 556 4897
695622 3694 5341
695969 1797 4969
689381 5923 260
687001 2961 3174
685773 9290 1298
690497 7787 4857
685993 6334 3329
682958 9394 1051
689330 2114 64
693748 3361 1395
681653 3280 8001
685783 1195 4555
694735 2888 268
683200 555 144
696309 2593 7966
682734 2650 1058
699365 4829 3447
687197 4994 8766
682126 5665 9640
694541 7429 3910
689346 9223 8323
695777 1858 8274
681732 8037 5529
694326 7657 9735
680419 2302 8381
694611 5012 2662
684606 1578 6647
681307 5855 3804
681644 8781 2356
682332 9484 1210
696045 435 4894
687971 2189 7056
686978 2239 7512
695418 9565 8815
693027 6493 2385
685252 7582 80
698408 2280 8447
689643 2596 2654
691433 3932 2145
686780 3073 8607
699396 6596 9039
698554 2987 6356
697425 823 4846
687975 1002 1664
682553 2041 9879
689000 3012 9023
692175 602 4250
693200 3821 6693
686968 5566 6401
688382 4910 1530
695802 2036 4673
696140 7170 2808
692898 2120 8408
685196 2224 4076
687927 4041 3505
692782 8910 2145
692521 6580 8022
680291 683 5169
694245 9027 2114
693178 1341 4507
688874 6734 4556
687280 4065 8099
699131 8325 7270
684365 2531 1831
688001 3439 7133
685538 7250 7508
694764 4033 8977
688554 2451 3012
684278 9340 7019
680745 7772 5395
689491 3529 2089
682967 8368 9716
691418 3664 8439
691902 3113 9283
699892 4144 897
683937 4056 4498
694308 9084 1903
698278 9319 2026
691519 9662 4554
694040 3715 3007
683468 2280 7862
682139 8085 3632
688854 285 3043
680407 1148 203
696839 320 7645
690093 2743 794
684377 2554 1316
694355 7008 8417
693161 8549 211
683425 5273 831
688019 5302 5412
697933 4505 2352
690329 5675 3504
696230 239 1691
684676 5909 8551
698931 1978 5079
691975 1906 8565
693067 9503 1574
682314 7694 1840
680391 2123 5252
693931 5827 7598
693766 9621 3391
687708 4618 4089
682005 5779 8924
694725 5015 141
681878 468 1431
699897 8236 7199
680450 668 5239
681213 8132 5292
683753 1274 5517
690305 8735 1971
697052 8936 5975
695271 1290 5913
686787 9398 6657
683764 8316 1916
690299 7995 2610
684443 1987 3029
683420 8257 7795
686708 2930 4947
693673 928 5909
697733 1329 7205
697979 6168 6828
687597 1920 1321
680645 5441 8590
685351 678 4015
686657 8826 658
693923 5320 6915
696317 71 4455
689946 4615 7810
695790 5025 5581
681807 4494 2213
693782 77 4909
695910 9410 4652
692600 8978 4871
699311 6099 8069
698917 3156 2064
694443 4393 7193
687953 9804 1843
697034 906 9190
698097 6813 3715
691828 4723 9897
680608 6295 5893
694228 6167 8014
696836 1507 955
699374 1309 5170
693652 4280 5987
690888 7112 5633
697846 5596 7778
692870 2606 8229
693208 2527 4589
683615 7205 2407
691276 5179 2058
699983 1078 7191
689779 1727 4234
686823 4779 7808
696448 4731 1102
690800 4503 965
683034 3488 1743
687279 4086 6859
690629 6511 8378
683979 1700 8644
685605 249 3489
689888 6635 9169
699134 4286 3111
696900 8549 9734
699415 2983 9234
694151 9273 6799
696978 511 355
696622 9379 7581
698213 2864 1461
680182 7668 8358
698561 236 5857
691806 8618 6348
699506 749 8558
697520 4008 5206
691575 1068 4516
691150 7321 4390
695112 5183 6887
692508 5516 3195
681269 6228 3463
686533 5710 9068
691151 8578 2993
691816 2919 6358
681284 8519 7067
682072 9898 4523
699404 3676 2564
698770 9197 2579
698706 4756 4159
680043 5882 8727
683855 8123 9438
694926 5767 5762
695032 8863 3623
688540 4347 5732
696714 6290 9228
688892 1876 2349
699705 3335 4353
686316 5784 9127
691171 2730 6149
697447 6527 1372
689101 2504 8134
689184 2566 3179
697179 4184 1500
690964 8568 537
686711 974 2550
696549 9001 4548
687653 2034 386
685640 7889 7761
681795 6653 903
681370 1525 2949
697210 8930 2936
696283 3712 8567
682705 672 5628
699073 4634 8200
698344 2169 7333
698563 7936 1607
689149 9046 773
683763 5011 9185
683315 5307 2656
697351 3160 6673
687863 2429 1172
696630 4491 2021
686105 4901 9541
684334 9429 8533
695081 3532 4305
686442 661 9736
696256 8042 3526
688667 8527 1649
680881 8019 1792
699823 4623 8707
698646 123 3552
694677 62 8350
692987 8775 4439
699435 6572 5092
697239 8116 7494
681572 8797 8507
684596 9520 2600
694671 8566 5837
697215 4335 7009
680978 623 3681
699173 1210 5191
685150 7124 6276
690096 6736 420
693088 9865 880
680374 4565 7979
688712 2600 6620
694608 3356 1865
687767 9289 1544
696252 4738 4097
696782 7225 3504
684314 50 1100
693955 3471 1888
683105 5858 8809
698771 8816 2610
683737 8587 6909
682628 8993 753
698934 3431 9350
686010 9195 9827
685813 4200 9960
693651 1110 1224
682269 6384 522
697855 4337 9334
690505 2933 1421
694344 8280 8703
688408 9059 7452
698486 9229 7055
689148 5969 6203
692698 1790 4822
694703 5115 4187
685387 6485 8483
680653 5397 6812
696723 1291 4431
695017 2922 5513
682549 109 1727
683222 5310 3464
682566 4822 9025
685217 6982 7650
691579 9849 3624
692423 9063 6990
690614 7500 4433
682270 3315 9119
695711 1663 2264
690685 6261 4367
699327 8858 8800
689154 7577 258
699161 5765 2786
686173 7775 8329
699879 3771 196
686530 2477 9631
694013 4390 7515
693119 2495 8125
699973 5355 2273
685140 259 262
699957 8234 1988
682361 6129 1240
686794 1970 9274
685534 4428 3447
683495 8471 6666
695107 514 6618
683950 2865 8279
684428 3340 4507
690132 8587 204
693951 985 5687
694480 2486 8641
699458 5686 7020
691811 1901 7294
686368 452 5334
680388 8632 4922
694381 7245 6117
695066 8331 1781
684694 7460 9042
682376 3238 2278
689670 7938 5127
699412 8634 431
684864 4770 9567
696049 5847 2346
690467 3350 7484
692462 9277 3000
697812 2585 8774
695889 9153 8210
690018 8549 6635
690413 6490 4139
690811 3349 417
682974 1054 3448
685495 2058 5329
695803 8368 9212
683773 9610 8344
685313 7697 3682
680840 4096 3397
694924 3079 2666
689663 9323 4044
684783 9536 2348
682920 4136 6268
687746 8719 1541
696380 2303 9531
686598 5374 6617
680667 5765 1665
689206 8429 2489
690421 5696 4235
687431 6272 6819
699929 761 8504
699860 6147 3996
697735 5553 5164
689185 4532 2140
697275 5269 9306
684782 8840 3814
698964 5654 7027
689368 2546 9701
690952 4449 7832
697729 8529 6738
686261 9762 1280
681168 2148 5549
683073 7204 392
686729 754 6262
690135 8214 4223
688384 173 4024
695405 3454 8779
684309 4813 4693
688042 5204 2790
690211 6194 4820
696598 5340 9941
681684 3144 4807
689581 1987 6273
686351 5019 8802
687162 2396 7726
684318 1363 965
698044 6164 7499
681912 5910 5132
692255 3814 8653
694864 8531 6981
689755 9370 973
687967 9278 7174
680175 1018 7475
689759 9022 155
688496 6056 5096
681926 7017 7656
693014 7328 6408
694954 6759 4455
683744 4167 4734
681534 5817 7613
687559 1195 5658
687336 8747 4374
692197 2383 8783
690722 1443 7531
682050 4156 5177
680685 7629 4094
686843 5178 5235
688463 4423 8531
698353 4548 9654
695588 5610 2135
683964 4838 1479
690723 638 927
699738 2806 8784
685393 2284 7224
683519 4971 2951
690529 9573 1529
683324 9489 5847
696098 1073 1597
686958 5701 7033
680279 845 9996
681397 8377 2490
694209 8002 9205
685716 8384 6960
691967 1462 8180
681322 178 3211
684710 9909 1725
686180 4047 4902
699911 5957 6050
689374 4158 3285
686036 6193 4192
684919 3041 5682
684176 3086 8081
692009 9633 7576
691060 2204 3348
699344 9098 3509
689635 2493 5590
685911 4553 2249
697195 3003 6351
698356 9092 3021
690933 7062 1279
685503 5496 60
681334 4758 4705
691793 7787 2661
699260 3638 1296
693443 5934 8140
692816 3540 5452
684101 1910 6326
686305 3327 3961
684164 5159 2588
696370 3721 4803
696235 510 3745
684876 7515 5985
683123 7678 1520
681463 4034 6508
681588 1849 34
682371 9659 5598
696542 9162 2782
687599 4874 4008
685570 4941 1332
691319 6123 1494
694988 3801 9801
686656 3285 2500
693896 5295 6474
682033 1275 9150
683760 2075 1706
689650 2089 157
688044 4610 2220
695707 4390 7906
682927 3834 1725
693691 175 6852
685717 1477 7173
697858 9143 3433
681055 2191 8413
684638 860 6615
696236 6805 9950
698968 488 2916
697241 5162 1324
683829 1773 6947
680990 1345 3461
693351 4996 1369
680428 2337 9347
691505 2987 2974
690263 930 3330
685247 3183 1052
697339 9643 8779
685664 3976 4593
693579 8992 6696
690459 6736 3120
691736 8970 865
699317 5965 9419
681929 4899 2567
689014 9285 9304
687015 4301 2335
685853 1124 539
691229 2512 2330
688420 5401 5102
682663 5425 7984
690902 3646 7781
684211 5416 7568
692569 3607 5113
695309 8890 1994
698872 5246 8928
695013 3705 3177
698978 6509 6993
697379 5838 3316
693400 8443 6036
697690 4195 9770
688481 5640 6718
687122 274 9374
681650 3456 5526
688604 3195 1523
692716 9139 973
686636 1324 2151
695240 3058 5333
689746 8535 8456
691440 3386 4588
697524 1384 2722
687269 8137 4715
693412 4730 7259
684494 9086 305
696854 7497 9244
680985 3140 4607
690657 9597 6349
682881 5127 2405
697036 7828 5646
682542 6490 6644
685731 3457 3017
687273 7477 1170
692931 5030 9688
681173 7234 3795
684765 8161 4029
687085 6361 3329
683418 7929 4902
695392 2684 1063
698758 3901 2711
687807 5104 484
693121 396 5905
694739 5896 2157
682039 9136 7517
682109 6763 8234
683978 4133 6837
693320 1861 9141
690004 4052 8270
682779 7569 5143
692832 8621 7664
687140 846 8285
695279 3963 5788
697020 8169 2340
684617 502 9116
685142 9610 881
695484 5874 7359
682266 1997 9040
684372 1234 587
687228 9019 305
681559 9395 522
691222 6 2905
699246 1806 94
692906 8220 762
689730 2836 4226
693335 3089 5692
695200 2438 6041
690107 4526 5292
699422 5284 3596
688500 3723 4245
698705 656 7889
684022 9837 7360
695535 625 1415
689476 6146 5735
684698 2642 8660
680310 4192 5844
688536 4067 1959
689780 72 5818
687806 3052 3940
684702 2809 8766
680261 4691 3600
685869 8254 5485
689404 6846 2014
692041 6256 565
692138 3983 8229
684593 2232 9393
683873 8899 3673
691615 3196 5981
683894 5397 9364
681988 5286 1069
688175 2418 5922
687202 9861 4638
688686 6353 2125
688107 3267 4020
686690 4051 7181
685710 6229 3053
688899 3955 4762
688702 6899 5482
686980 2785 961
696523 5230 9031
684667 7594 7499
687478 5289 9000
697820 8112 3164
696869 595 9068
682023 6903 8521
684946 4513 4883
691770 2754 8285
688741 9693 6401
685629 3396 9563
699786 6309 3829
686589 428 888
686411 5322 3641
692425 5587 6017
681114 5409 3355
685254 6842 5066
685965 3806 5023
687324 7860 4630
695246 8743 9171
684592 705 1869
689824 7794 6158
684497 9726 896
685919 2520 4479
695779 358 6211
687294 1074 8660
684158 6216 4702
681610 9628 2458
691401 1870 3718
687636 1115 4085
682192 1895 1001
686536 2458 8497
696094 7469 4717
682352 7846 1702
695898 1252 4041
697746 8142 339
697459 8740 6476
696581 3479 1203
698226 6089 937
683663 5717 4965
687098 3763 5737
681827 7678 7963
681007 8958 2189
694148 2667 5771
694782 4460 4179
682452 2828 5594
698153 2365 5476
687371 8210 9817
682847 5445 6928
692260 2792 2277
680282 3655 9264
694515 4481 4895
699732 3843 7533
688660 2664 9979
693244 9882 3841
682922 3156 7253
686566 789 3029
686419 7650 3115
693674 4385 7828
696209 8802 6938
689169 9569 9335
690618 257 9402
697407 1868 4948
686347 9637 7611
694385 9892 4302
683254 9654 542
696188 960 4897
683193 6341 7920
697249 9712 6059
695424 4197 6718
682587 3531 4286
684913 5678 3087
690198 4212 3243
680687 181 3359
688557 3806 3168
685205 9092 6016
687198 4175 1517
680381 9161 7134
691923 4886 9093
684651 3005 8074
680358 3144 2197
696578 1183 8675
688451 3065 7484
696146 4100 3513
697602 9817 2898
697752 5648 8507
681512 4558 3481
693404 8226 1315
682439 3143 5665
681359 8781 5738
680127 8045 2947
699276 3684 2156
697902 2619 4591
699197 3204 4109
694389 119 1949
697370 3938 358
696786 217 1896
680554 3141 5500
691346 4839 94
692354 6756 3993
688901 2644 1368
698856 1326 4909
691833 8035 6825
685323 8553 8927
698637 4759 268
692274 1012 1780
688637 1110 3750
684724 6025 8616
695406 4637 5602
698211 6830 6103
698826 343 9816
697934 6786 5357
680360 2894 7680
684349 7017 9365
699653 2503 3026
698429 632 3649
682165 2564 9438
695674 3154 7326
684143 3385 8041
681400 2098 7089
692834 7069 4556
688687 2611 3191
686820 773 4285
693022 3618 2876
683179 7889 7975
695533 8163 4844
683573 2124 2166
694673 3861 6352
690938 7842 4320
690844 2042 6836
691238 3718 1105
693658 7809 5089
683736 8759 3193
689135 4779 8197
686922 6280 60
691664 8912 3830
689546 6750 8851
685816 4549 2302
691860 7019 3376
699088 9978 7699
689389 2335 4430
682170 9545 9411
699828 6271 6273
688344 9083 646
687381 8346 7173
680577 516 5253
697327 8036 6595
698885 7478 7508
680241 6914 6076
697930 9094 8996
682000 695 2328
693688 8071 9064
689286 7412 5889
691872 9927 9756
682323 6184 6540
694478 4889 6943
699681 6279 2482
689248 944 1025
688139 8766 140
696820 4084 2152
690675 2339 3419
687749 5541 4888
693424 3368 6391
685831 1294 347
697532 5553 3700
693120 7063 6432
686260 4607 1728
690743 2897 479
698106 6784 9905
692668 2135 4299
688315 8512 2690
686581 2817 4257
681122 9774 8272
685762 7388 2917
698010 2614 337
688973 3781 4281
696717 2937 2072
698696 8957 8417
698092 3323 3468
699277 6886 4425
696865 2981 7345
692238 2714 8728
697922 8228 6232
686989 8711 4476
681969 1084 4360
698591 7243 5805
683205 8996 4968
682509 1981 2152
687563 7089 7425
698103 1332 4767
696677 976 8681
696492 874 3277
684691 9151 3638
690114 6719 4257
685692 7162 2585
691688 6294 8181
694287 4657 8157
681576 2122 8601
684203 7797 6257
686090 2038 4193
683031 6789 2391
683177 6652 7131
680025 7974 6558
690278 9086 5904
691323 4803 7148
694097 987 6314
699461 2609 6711
693017 1456 1661
697558 2558 8796
680905 373 7850
695025 9715 3372
690943 1916 8082
691466 7121 5856
690364 1697 4669
687976 5979 6024
681287 5457 1441
682157 5941 1856
684224 6044 3209
683847 6675 6384
688896 5327 5165
687662 2895 7660
681566 559 3642
689259 3462 2825
691863 6782 4950
693909 1660 8954
689632 1045 402
690354 7637 9256
688146 7713 1330
688546 7882 6804
680066 6193 9696
689106 1209 4425
696546 8912 9070
687432 5337 5079
694390 2404 7081
698140 812 5233
694898 1889 7671
686537 8128 4628
699146 200 235
693664 4280 1990
694913 860 1153
699662 7066 9117
690091 8958 3358
685273 1721 3641
691376 5523 6745
682564 8762 6592
681925 7352 8522
686248 3489 4167
693281 8414 1103
691448 7805 3573
692341 3038 1670
691414 5821 243
689861 8579 1666
692846 8813 827
691598 8645 4712
682525 5557 1723
696970 1535 2070
683951 9421 5977
688221 3290 2805
699564 572 9893
685909 9083 982
690426 2027 3190
682520 8990 4893
692787 2225 1049
690227 9241 3387
694829 929 4567
691711 4214 4527
689810 6819 7333
697252 2565 2850
691254 6967 5731
681406 1821 6182
694521 25 1986
699509 6647 3581
684207 3068 3244
697931 4988 7048
693585 9178 9768
684495 3952 6046
688262 8675 8432
696894 2912 3726
693413 1266 5662
690558 5705 7944
687508 4679 2613
684234 4735 9156
693472 4683 8428
681080 1337 4675
687058 6169 3026
684993 6387 6491
692222 1050 6225
695054 8885 5326
680155 7902 7203
693363 1003 4843
699935 4554 54
684721 9448 1255
686654 4144 1367
685740 931 4123
680583 4793 6628
698572 5801 8057
696815 2450 8309
695187 9596 9395
680723 5833 9181
682042 1989 7146
692879 5559 978
686445 3329 4590
685960 7863 7170
692539 7640 8357
685185 1932 2253
690313 5680 6127
685438 6208 906
683619 1965 9186
697950 7730 4765
689292 6769 6012
681830 3527 7854
693317 1495 1896
697118 7030 6603
682505 5541 1054
690141 9636 644
693589 3579 3494
687553 232 8324
689783 6492 782
688615 8378 2255
693453 2206 5434
693840 9047 7689
698151 3499 2277
683975 8024 197
691312 8635 8638
688836 6392 7557
683298 8355 2266
687732 2617 8927
688870 3595 7034
686573 6978 6394
687246 7423 6242
682169 7787 5079
689112 4741 7426
689849 2756 1805
691516 7176 6887
689642 1823 942
684799 3280 8610
699003 8699 2586
681380 3558 4180
689792 2540 9847
688685 6690 6860
680845 5486 3598
688461 5430 9403
682616 5821 5944
682993 7571 5109
697868 2049 9983
687226 9406 4860
683646 9982 9709
699147 6092 8854
684975 592 1422
691351 7465 7300
680935 1162 5638
694709 4214 6739
692259 1524 8737
683396 7381 5517
686541 7662 7216
686109 2426 6369
693409 6709 623
694940 6975 1422
696809 2935 1148
683839 6493 1391
699948 1710 2058
686624 3517 971
692793 5140 3900
689548 4165 5418
